City,Airport Code,Trip Distance (km),Total Distance (km)
Erbil,EZE,1926.39,6.09786e+06
Cairo,CAI,865.436,6.09873e+06
Tel-aviv,TLV,309.402,6.09904e+06
Haifa,HFA,361.613,6.0994e+06
Malta,SDV,349.435,6.09975e+06
Bari,BRI,3394.73,6.10314e+06
Maastricht,MST,5079.2,6.10822e+06
Antalya,AYT,5048.52,6.11327e+06
Eindhoven,EIN,4264.89,6.11754e+06
Groningen,GRQ,6667.75,6.12421e+06
Palma de Mallorca,PMI,6148.73,6.13035e+06
Rotterdam,RTM,6290.59,6.13664e+06
Munich,MUC,6260.24,6.1429e+06
Cork,ORK,6853.05,6.14976e+06
Alicante,ALC,7658,6.15742e+06
Connaught,NOC,7700.5,6.16512e+06
Alicante,ALC,7863.93,6.17298e+06
Kerry,KIR,7615.79,6.1806e+06
Alicante,ALC,7790.88,6.18839e+06
Shannon,SNN,7609.36,6.196e+06
Birmingham,BHX,8545.52,6.20454e+06
Waterford,WAT,8148.23,6.21269e+06
Birmingham,BHX,8337.71,6.22103e+06
Palma de Mallorca,PMI,6934.03,6.22796e+06
Aarhus,AAR,6152.64,6.23411e+06
Palma de Mallorca,PMI,5985.02,6.2401e+06
Billund,BLL,6220.45,6.24632e+06
Esbjerg,EBJ,6589.1,6.25291e+06
Billund,BLL,6614.31,6.25952e+06
Copenhagen,CPH,6383.52,6.26591e+06
Karup,KRP,6252.73,6.27216e+06
Copenhagen,CPH,6423.63,6.27858e+06
Ronne,RNN,5896.41,6.28448e+06
Copenhagen,CPH,5791.46,6.29027e+06
Soenderborg,SGD,6145.88,6.29642e+06
Copenhagen,CPH,6268.98,6.30269e+06
Vagar,FAE,7552.88,6.31024e+06
Copenhagen,CPH,8536.16,6.31878e+06
Aalborg,AAL,6256.55,6.32503e+06
Istanbul,IST,5353.74,6.33039e+06
Antalya,AYT,1401.26,6.33179e+06
Luxemburg,LUX,4029.05,6.33582e+06
Copenhagen,CPH,6265.63,6.34208e+06
Alesund,AES,6775.33,6.34886e+06
Alicante,ALC,7020.21,6.35588e+06
Tromso,TOS,6738.02,6.36261e+06
Andoya,ANX,6660.28,6.36928e+06
Tromso,TOS,6850.83,6.37613e+06
Alta,ALF,6447.24,6.38257e+06
Oslo,OSL,6073.67,6.38865e+06
Bronnoysund,BNN,6965.91,6.39561e+06
Oslo,OSL,6970.49,6.40258e+06
Bodo,BOO,6949.33,6.40953e+06
Bergen,BGO,7078.73,6.41661e+06
Tromso,TOS,7443.06,6.42405e+06
Vadso,VDS,6256.73,6.43031e+06
Batsfjord,BJF,5141.51,6.43545e+06
Vardø,VAW,5149.05,6.4406e+06
Kirkenes,KKN,5003.1,6.4456e+06
Oslo,OSL,5376.49,6.45098e+06
Kristiansand,KRS,6815.42,6.4578e+06
Oslo,OSL,6950.21,6.46475e+06
Bardufoss,BDU,6834.26,6.47158e+06
Oslo,OSL,6528.2,6.47811e+06
Harstad/Narvik,EVE,6896.45,6.48501e+06
Oslo,OSL,6690.04,6.4917e+06
Fagernes,VDB,6892.32,6.49859e+06
Oslo,OSL,6998.92,6.50559e+06
Floro,FRO,7130.3,6.51272e+06
Oslo,OSL,7468.58,6.52019e+06
Haugesund,HAU,7009.75,6.5272e+06
Alicante,ALC,6860.55,6.53406e+06
Tromso,TOS,6738.02,6.54079e+06
Hasvik,HAA,6502.35,6.5473e+06
Tromso,TOS,6286.78,6.55358e+06
Oslo,OSL,6526.34,6.56011e+06
Kristiansund,KSU,7066.71,6.56718e+06
Molde,MOL,7552.21,6.57473e+06
Copenhagen,CPH,7066.69,6.5818e+06
Trondheim,TRD,6549.81,6.58835e+06
Mosjoen,MJF,7127.74,6.59547e+06
Bodo,BOO,7034.58,6.60251e+06
Tromso,TOS,6918.16,6.60943e+06
Lakselv,LKL,6400.53,6.61583e+06
Tromso,TOS,5965.03,6.62179e+06
Oslo,OSL,6526.34,6.62832e+06
Orland,OLA,7007.68,6.63533e+06
Oslo,OSL,7131.8,6.64246e+06
Roros,RRS,6868.69,6.64933e+06
Oslo,OSL,6884.6,6.65621e+06
Chania,CHQ,5536.29,6.66175e+06
Rygge,RYG,4801.62,6.66655e+06
Chania,CHQ,5483.41,6.67203e+06
Oslo,OSL,4846.82,6.67688e+06
Svalbard,LYR,7449.83,6.68433e+06
Tromso,TOS,7483.77,6.69181e+06
Bergen,BGO,6725.92,6.69854e+06
Skien,SKE,7390.49,6.70593e+06
Bergen,BGO,7158.05,6.71309e+06
Oslo,OSL,7366.67,6.72045e+06
Stord,SRP,7025.25,6.72748e+06
Oslo,OSL,7322.61,6.7348e+06
Sandnessjoen,SSJ,6977.86,6.74178e+06
Trondheim,TRD,7106.85,6.74889e+06
Sandefjord,TRF,6974.07,6.75586e+06
Stavanger,SVG,6996.88,6.76286e+06
Gdansk,GDN,6662.76,6.76952e+06
Krakow,KRK,4749.33,6.77427e+06
Paphos,PFO,3372.32,6.77764e+06
Krasnodar,KRR,596.669,6.77824e+06
Tel-aviv,TLV,693.358,6.77893e+06
Katowice,KTW,2916.64,6.78185e+06
Warsaw,WAW,4439.63,6.78629e+06
Poznan,POZ,4617.75,6.79091e+06
Rome,CIA,4707.35,6.79561e+06
Rzeszow,RZE,4263.5,6.79988e+06
Warsaw,WAW,4137.44,6.80401e+06
Szczecin,SZZ,4793.91,6.80881e+06
Warsaw,WAW,5085.53,6.81389e+06
Wroclaw,WRO,4541.58,6.81843e+06
Chania,CHQ,3934.43,6.82237e+06
Stockholm,NYO,4195.47,6.82656e+06
Ronneby,RNB,5653.97,6.83222e+06
Borlange,BMA,5737.79,6.83796e+06
Gothenborg,GOT,6165.65,6.84412e+06
Warsaw,WAW,5740.63,6.84986e+06
Stockholm,NYO,4983.15,6.85485e+06
Joenkoeping,JKG,5799.31,6.86064e+06
Borlange,ARN,5969.63,6.86661e+06
Gothenborg,GOT,6165.65,6.87278e+06
Warsaw,WAW,5740.63,6.87852e+06
Trollhattan,GSE,5230.41,6.88375e+06
Borlange,BMA,6165.5,6.88992e+06
Gothenborg,GOT,6165.65,6.89608e+06
Warsaw,WAW,5740.63,6.90182e+06
Stockholm,NYO,4983.15,6.90681e+06
Mora,MXX,5930.29,6.91274e+06
Borlange,ARN,6141.79,6.91888e+06
Gothenborg,GOT,6165.65,6.92504e+06
Warsaw,WAW,5740.63,6.93078e+06
Stockholm,NYO,4983.15,6.93577e+06
Kristianstad,KID,5713.79,6.94148e+06
Borlange,ARN,5847.41,6.94733e+06
Gothenborg,GOT,6165.65,6.95349e+06
Warsaw,WAW,5740.63,6.95924e+06
Stockholm,NYO,4983.15,6.96422e+06
Kalkmar,KLR,5626.57,6.96984e+06
Borlange,BMA,5664.3,6.97551e+06
Orebro,ORB,6111.38,6.98162e+06
Malmoe,MMX,5989.73,6.98761e+06
Warsaw,WAW,5398.13,6.99301e+06
Stockholm,NYO,4983.15,6.99799e+06
Halmstad,HAD,5787.33,7.00378e+06
Vaxjo,VXO,6045.76,7.00982e+06
Alicante,ALC,5710.4,7.01553e+06
Stockholm,NYO,6074.63,7.02161e+06
Sveg,EVG,5987.51,7.0276e+06
Borlange,ARN,6226.54,7.03382e+06
Gothenborg,GOT,6165.65,7.03999e+06
Warsaw,WAW,5740.63,7.04573e+06
Stockholm,NYO,4983.15,7.05071e+06
Gallivare,GEV,5924.08,7.05664e+06
Kramfors,KRF,6038.68,7.06268e+06
Borlange,ARN,5951.14,7.06863e+06
Gothenborg,GOT,6165.65,7.07479e+06
Warsaw,WAW,5740.63,7.08053e+06
Stockholm,NYO,4983.15,7.08552e+06
Lycksele,LYC,5900.75,7.09142e+06
Borlange,ARN,5956.23,7.09737e+06
Gothenborg,GOT,6165.65,7.10354e+06
Sundsvall,SDL,6303.42,7.10984e+06
Gothenborg,GOT,6100.63,7.11594e+06
Warsaw,WAW,5740.63,7.12168e+06
Stockholm,NYO,4983.15,7.12667e+06
Ornskoldsvik,OER,5833.54,7.1325e+06
Borlange,ARN,5849.84,7.13835e+06
Gothenborg,GOT,6165.65,7.14452e+06
Warsaw,WAW,5740.63,7.15026e+06
Stockholm,NYO,4983.15,7.15524e+06
Kiruna,KRN,5980.69,7.16122e+06
Borlange,ARN,6015.49,7.16724e+06
Gothenborg,GOT,6165.65,7.1734e+06
Warsaw,WAW,5740.63,7.17914e+06
Stockholm,NYO,4983.15,7.18413e+06
Skelleftea,SFT,5792.73,7.18992e+06
Exeter,STN,6116.54,7.19603e+06
Alicante,ALC,7058.36,7.20309e+06
Umea,UME,6192.24,7.20929e+06
Alicante,ALC,5632.03,7.21492e+06
Stockholm,NYO,6074.63,7.22099e+06
Vilhelmina,VHM,5993.41,7.22699e+06
Borlange,ARN,6154.26,7.23314e+06
Gothenborg,GOT,6165.65,7.23931e+06
Warsaw,WAW,5740.63,7.24505e+06
Stockholm,NYO,4983.15,7.25003e+06
Lycksele,LYC,5900.75,7.25593e+06
Arvidsjaur,AJR,6133.07,7.26206e+06
Lycksele,LYC,6120.74,7.26818e+06
Borlange,ARN,5956.23,7.27414e+06
Gothenborg,GOT,6165.65,7.28031e+06
Alicante,ALC,6008.91,7.28631e+06
Vasteras,VST,6152.15,7.29247e+06
Alicante,ALC,5706.02,7.29817e+06
Stockholm,NYO,6074.63,7.30425e+06
Lulea,LLA,5786.85,7.31003e+06
Pajala,PJA,5761.19,7.3158e+06
Tallinn-ulemiste International,TLL,5460.12,7.32126e+06
Copenhagen,CPH,5069.29,7.32632e+06
Linkoeping,LPI,6018.51,7.33234e+06
Copenhagen,CPH,5909.79,7.33825e+06
Helsinki,HEL,5660.56,7.34391e+06
Norrkoeping,NRK,5077.87,7.34899e+06
Helsinki,HEL,5522.07,7.35451e+06
Chania,CHQ,4025.12,7.35854e+06
Stockholm,NYO,4195.47,7.36273e+06
Visby,VBY,5578.11,7.36831e+06
Malmoe,MMX,5560.64,7.37387e+06
Warsaw,WAW,5398.13,7.37927e+06
Yerevan,EVN,3486.49,7.38276e+06
Sochi,AER,552.555,7.38331e+06
Trabzon,TZX,400.887,7.38371e+06
Antalya,AYT,533.138,7.38424e+06
Laage,RLG,3871.48,7.38812e+06
Antalya,AYT,4658.68,7.39277e+06
Rostov,ROV,964.157,7.39374e+06
Tel-aviv,TLV,858.509,7.3946e+06
Johannesburg,JNB,4990.85,7.39959e+06
Bloemfontein,BFN,8454.6,7.40804e+06
Cape Town,CPT,8322.5,7.41636e+06
Durban,DUR,8694.95,7.42506e+06
East London,ELS,9333.19,7.43439e+06
Cape Town,CPT,8744.66,7.44314e+06
George,GRJ,8347.22,7.45148e+06
Cape Town,CPT,8373.24,7.45986e+06
Hoedspruit,HDS,8274.72,7.46813e+06
Cape Town,CPT,8316.94,7.47645e+06
Kimberley,KIM,8137.8,7.48459e+06
Cape Town,CPT,8182.78,7.49277e+06
Margate,HLA,8159.61,7.50093e+06
Johannesburg,JNB,8899.23,7.50983e+06
Port Elizabeth,PLZ,8773.95,7.5186e+06
Johannesburg,JNB,8760.6,7.52736e+06
Phalaborwa,PHW,8432.07,7.5358e+06
Johannesburg,JNB,8422.15,7.54422e+06
Polokwane,PTG,8308.05,7.55253e+06
Johannesburg,JNB,8302.47,7.56083e+06
Pietermaritzburg,PZB,8808.41,7.56964e+06
Johannesburg,JNB,8809.39,7.57845e+06
Richard's Bay,RCB,8869.48,7.58732e+06
Johannesburg,JNB,8868.29,7.59618e+06
Upington,UTN,8038.92,7.60422e+06
Johannesburg,JNB,8028.9,7.61225e+06
Umtata,UTT,8821.95,7.62107e+06
Johannesburg,JNB,8821.35,7.62989e+06
Francistown,FRW,7967.27,7.63786e+06
Gaberone,GBE,7656.67,7.64552e+06
Kasane,BBK,7265.09,7.65278e+06
Maun,MUB,6698.93,7.65948e+06
Windhoek,WDH,6480.56,7.66596e+06
Accra,ACC,4483.8,7.67045e+06
Cotonou,COO,778.33,7.67123e+06
Brazzaville,BZV,2205.46,7.67343e+06
Pointe-noire,PNR,2842.22,7.67627e+06
Johannesburg,JNB,6289.66,7.68256e+06
Manzini,MTS,8638.53,7.6912e+06
Johannesburg,JNB,8634.83,7.69984e+06
Libreville,LBV,6119.14,7.70596e+06
Douala,DLA,1178.75,7.70713e+06
Bangui,BGF,1681.73,7.70882e+06
Douala,DLA,1687.46,7.7105e+06
Cotonou,COO,771.456,7.71127e+06
Bata,BSG,980.295,7.71226e+06
Malabo,SSG,1034.52,7.71329e+06
Abuja,ABV,583.2,7.71387e+06
Kano,KAN,433.303,7.71431e+06
Beirut,BEY,431.878,7.71474e+06
Moscow,SVO,1704.07,7.71644e+06
Plaisance,MRU,5966.75,7.72241e+06
Rodriguez Island,RRG,11512.3,7.73392e+06
Plaisance,MRU,11383.3,7.7453e+06
Dubai,DXB,9118.11,7.75442e+06
Cairo,CAI,3348.03,7.75777e+06
Kano,KAN,365.393,7.75814e+06
N'djamena,NDJ,503.815,7.75864e+06
Douala,DLA,696.201,7.75934e+06
Maroua,MVR,761.151,7.7601e+06
Yaounde,NSI,949.322,7.76105e+06
Garoua,GOU,976.965,7.76202e+06
N'djamena,NDJ,548.472,7.76257e+06
N'gaoundere,NGE,743.399,7.76332e+06
Yaounde,NSI,1098.48,7.76441e+06
Libreville,LBV,1314.66,7.76573e+06
Johannesburg,JNB,6095.13,7.77182e+06
Livingstone,LVI,7631.23,7.77945e+06
Lusaka,LUN,6775.02,7.78623e+06
Mfuwe,MFU,6875.17,7.7931e+06
Lusaka,LUN,6850.11,7.79996e+06
Ndola,NLA,6612.75,7.80657e+06
Johannesburg,JNB,7451.1,7.81402e+06
Dubai,DXB,6845.88,7.82086e+06
Djibouti,JIB,4215.15,7.82508e+06
Moroni,HAH,6302.63,7.83138e+06
Dzaoudzi,DZA,8458.13,7.83984e+06
St.-denis,RUN,9977.21,7.84982e+06
Plaisance,MRU,11186.1,7.861e+06
St.-pierre,ZSE,11155.2,7.87216e+06
Plaisance,MRU,11222.2,7.88338e+06
Antananarivo,TNR,10597.8,7.89398e+06
Sainte Marie,SMS,9916.36,7.9039e+06
Toamasina,TMM,9929.14,7.91382e+06
Antananarivo,TNR,9919.71,7.92374e+06
Morondava,MOQ,9766.73,7.93351e+06
Antananarivo,TNR,9824.91,7.94334e+06
Antsiranana,DIE,9578.68,7.95291e+06
Antananarivo,TNR,9401.19,7.96232e+06
Toamasina,TMM,9955.19,7.97227e+06
Mananara,WMR,9898.46,7.98217e+06
Toamasina,TMM,9844.02,7.99201e+06
Antalaha,ANM,9859.75,8.00187e+06
Antananarivo,TNR,9690.14,8.01156e+06
Mahajanga,MJN,9602.41,8.02117e+06
Dzaoudzi,DZA,9005.04,8.03017e+06
Nosy-be,NOS,8923.42,8.03909e+06
Antananarivo,TNR,9438.2,8.04853e+06
Maroantsetra,WMN,9800.39,8.05833e+06
Sambava,SVB,9581.65,8.06791e+06
Antananarivo,TNR,9617.79,8.07753e+06
Tolagnaro,FTU,10254.8,8.08779e+06
Toliara,TLE,10440.3,8.09823e+06
Antananarivo,TNR,10049.6,8.10828e+06
Paris,CDG,8698.76,8.11698e+06
Luanda,LAD,5573.73,8.12255e+06
M'banza-congo,SSY,3339.57,8.12589e+06
Luanda,LAD,3336.23,8.12923e+06
Cabinda,CAB,3143.03,8.13237e+06
Luanda,LAD,3140.71,8.13551e+06
Frankfurt,FRA,5194.28,8.1407e+06
San Juan,SJU,8879.41,8.14958e+06
Culebra Island,CPX,11585,8.16117e+06
San Juan,SJU,11591.4,8.17276e+06
Frankfurt,FRA,10001.4,8.18276e+06
Luanda,LAD,5042.19,8.1878e+06
Huambo,NOV,3995.75,8.1918e+06
Luanda,LAD,3997.14,8.1958e+06
Kuito,SVP,4064.23,8.19986e+06
Luanda,LAD,4065,8.20393e+06
Malanje,MEG,3762.46,8.20769e+06
Luanda,LAD,3761.18,8.21145e+06
Menongue,SPP,4334.97,8.21578e+06
Luanda,LAD,4336.73,8.22012e+06
Saurimo,VHC,4132.17,8.22425e+06
Luanda,LAD,4127.46,8.22838e+06
Soyo,SZA,3193.78,8.23157e+06
Luanda,LAD,3191.91,8.23477e+06
Lubango,SDD,3989.69,8.23876e+06
Luanda,LAD,3991.49,8.24275e+06
Luena,LUO,4270.48,8.24702e+06
Luanda,LAD,4268.92,8.25129e+06
Brazzaville,BZV,3264.88,8.25455e+06
Pointe-noire,PNR,2842.22,8.25739e+06
Port Gentil,POG,2130.75,8.25952e+06
Pointe-noire,PNR,2127.73,8.26165e+06
Addis Ababa,ADD,3782.52,8.26543e+06
Luanda,LAD,3978.44,8.26941e+06
Sao Tome,TMS,2552.45,8.27197e+06
Luanda,LAD,2548.01,8.27451e+06
Johannesburg,JNB,6483.57,8.281e+06
Beira,BEW,8403.25,8.2894e+06
Johannesburg,JNB,8356.67,8.29776e+06
Inhambane,INH,8749.48,8.30651e+06
Johannesburg,JNB,8723.17,8.31523e+06
Tete,TET,8044.95,8.32327e+06
Lichinga,VXC,7548.06,8.33082e+06
Tete,TET,7513.52,8.33834e+06
Maputo,MPM,8298.58,8.34663e+06
Nampula,APL,8680.75,8.35532e+06
Pemba,POL,8198.78,8.36351e+06
Beira,BEW,8181.87,8.3717e+06
Quelimane,UEL,8381.19,8.38008e+06
Maputo,MPM,8628.86,8.38871e+06
Vilankulu,VNX,8889.8,8.3976e+06
Johannesburg,JNB,8564.65,8.40616e+06
Mahe,SEZ,8819.93,8.41498e+06
Praslin,PRI,8623.26,8.4236e+06
Mahe,SEZ,8608.19,8.43221e+06
Johannesburg,JNB,8318.07,8.44053e+06
Bulawayo,BUQ,7967.35,8.4485e+06
Victoria Falls,VFA,7171.6,8.45567e+06
Harare,HRE,7202.62,8.46287e+06
Lilongwe,LLW,7446.2,8.47032e+06
Blantyre,BLZ,7525.07,8.47784e+06
Johannesburg,JNB,8031.73,8.48587e+06
Maseru,MSU,8576.18,8.49445e+06
Johannesburg,JNB,8576.43,8.50303e+06
Kinshasa,FIH,6404.18,8.50943e+06
Mbandaka,MDK,2982.76,8.51241e+06
Gemena,GMA,2716.91,8.51513e+06
Mbandaka,MDK,2702.15,8.51783e+06
Kinshasa,FIH,2968.15,8.5208e+06
Kisangani,FKI,3493.75,8.52429e+06
Goma,GOM,4300.96,8.5286e+06
Kisangani,FKI,4319.68,8.53292e+06
Kinshasa,FIH,3468.25,8.53638e+06
Kindu,KND,3863.01,8.54025e+06
Kinshasa,FIH,3849.53,8.5441e+06
Lubumashi,FBM,4835.6,8.54893e+06
Kananga,KGA,5314.24,8.55425e+06
Kinshasa,FIH,3819.77,8.55807e+06
Mbuji-mayi,MJM,3940.68,8.56201e+06
Kinshasa,FIH,3939.09,8.56595e+06
Douala,DLA,2291.73,8.56824e+06
Cotonou,COO,771.456,8.56901e+06
Bamako,BKO,2311.79,8.57132e+06
Dakar,DKR,4225.17,8.57555e+06
Banjul,BJL,4861.56,8.58041e+06
Barcelona,BCN,5445.01,8.58585e+06
Fuerteventura,FUE,6069.21,8.59192e+06
Tenerife,TFS,6716.06,8.59864e+06
Hierro,VDE,6982.13,8.60562e+06
Tenerife,TFS,6988.24,8.61261e+06
Santa Cruz De La Palma,SPC,7046.44,8.61965e+06
Gran Canaria,LPA,6943.34,8.6266e+06
Munich,MUC,6218.24,8.63282e+06
Las Palmas,ACE,5646.95,8.63846e+06
Melilla,TFN,6745.57,8.64521e+06
Madrid,MAD,6247.46,8.65146e+06
Accra,ACC,4931.68,8.65639e+06
Freetown,FNA,2503.79,8.65889e+06
Monrovia,MLW,3068.53,8.66196e+06
Accra,ACC,1951.86,8.66391e+06
Agadir,ROB,1950.02,8.66586e+06
Marseille,MRS,6027.19,8.67189e+06
Fes,FEZ,5701.33,8.67759e+06
Marseille,MRS,5896.73,8.68349e+06
Oujda,OUD,5561.6,8.68905e+06
Marseille,MRS,5697.44,8.69475e+06
Rabat,RBA,5825.59,8.70057e+06
Casablanca,CMN,6251.46,8.70682e+06
Milano,MXP,5988.89,8.71281e+06
Marrakech,RAK,5573.9,8.71839e+06
Paris,CDG,6611.81,8.725e+06
Ouarzazate,OZZ,6283.12,8.73128e+06
Casablanca,CMN,6052.93,8.73733e+06
Barcelona,BCN,6150.01,8.74348e+06
Tanger,TNG,6023.04,8.74951e+06
Barcelona,BCN,6175.68,8.75568e+06
Dakar,DKR,5420.22,8.7611e+06
Ziguinchor,ZIG,4777.05,8.76588e+06
Cap Skiring,CSK,4531.48,8.77041e+06
Dakar,DKR,4798.87,8.77521e+06
Nouakschott,NKC,5172.46,8.78038e+06
Dakar,DKR,5172.85,8.78556e+06
Gran Canaria,LPA,5947.27,8.7915e+06
Nouadhibou,NDB,6314.28,8.79782e+06
Gran Canaria,LPA,6331.08,8.80415e+06
Paris,CDG,6940.54,8.81109e+06
Amilcar Cabral,SID,6386.41,8.81748e+06
Boa Vista,BVC,6118.82,8.82359e+06
Amilcar Cabral,SID,6117.69,8.82971e+06
Sao Nocolau Island,SNE,6259.56,8.83597e+06
Sao Vicente Island,VXE,6423.17,8.84239e+06
Lisbon,LIS,6969.21,8.84936e+06
Dubai,DXB,6168.4,8.85553e+06
Djibouti,JIB,4215.15,8.85975e+06
Dire Dawa,DIR,4683.26,8.86443e+06
Addis Ababa,ADD,4614.72,8.86905e+06
Kigali,KGL,4603.54,8.87365e+06
Bujumbura,BJM,4970.05,8.87862e+06
Kigali,KGL,4984.67,8.8836e+06
Dubai,DXB,4787.52,8.88839e+06
Hargeisa,HGA,4363.06,8.89275e+06
Berbera,BBO,5078.2,8.89783e+06
Dubai,DXB,4794.54,8.90263e+06
Cairo,CAI,3348.03,8.90597e+06
Aswan,ASW,857.358,8.90683e+06
Abu Simbel,ABS,1334.31,8.90817e+06
Aswan,ASW,1348.78,8.90952e+06
Cairo,CAI,992.089,8.91051e+06
Hurghada,HRG,648.057,8.91116e+06
Cairo,CAI,745.998,8.9119e+06
Luxor,LXR,686.699,8.91259e+06
Cairo,CAI,791.713,8.91338e+06
Entebbe,EBB,3086.26,8.91647e+06
Kilimanjaro,JRO,5562.51,8.92203e+06
Nairobi,WIL,5980.9,8.92801e+06
Eldoret,EDL,5561.99,8.93357e+06
El Calafate,NBO,5534.09,8.93911e+06
Erbil,EZE,2690.71,8.9418e+06
Cairo,CAI,865.436,8.94266e+06
Entebbe,EBB,3086.26,8.94575e+06
Kilimanjaro,JRO,5562.51,8.95131e+06
Nairobi,WIL,5980.9,8.95729e+06
Kisumu,KIS,5560.71,8.96285e+06
El Calafate,NBO,5541.64,8.96839e+06
Erbil,EZE,2690.71,8.97108e+06
Cairo,CAI,865.436,8.97195e+06
Entebbe,EBB,3086.26,8.97504e+06
Kilimanjaro,JRO,5562.51,8.9806e+06
Nairobi,WIL,5980.9,8.98658e+06
Kitale,KTL,5498.01,8.99208e+06
Nairobi,WIL,5460.76,8.99754e+06
Lodwar,LOK,5409.7,9.00295e+06
Eldoret,EDL,5082.07,9.00803e+06
El Calafate,NBO,5534.09,9.01356e+06
Erbil,EZE,2690.71,9.01625e+06
Cairo,CAI,865.436,9.01712e+06
Entebbe,EBB,3086.26,9.02021e+06
Kilimanjaro,JRO,5562.51,9.02577e+06
Nairobi,WIL,5980.9,9.03175e+06
Lamu,LAU,6140.47,9.03789e+06
Nairobi,WIL,6154.05,9.04404e+06
Mombasa,MBA,6181.55,9.05023e+06
Dubai,DXB,5743.05,9.05597e+06
Hargeisa,HGA,4363.06,9.06033e+06
Wajir,WJR,5322.45,9.06565e+06
El Calafate,NBO,5743.68,9.0714e+06
Erbil,EZE,2690.71,9.07409e+06
Cairo,CAI,865.436,9.07495e+06
Tripoli,TIP,1865.59,9.07682e+06
Ghat,GHT,2649.5,9.07947e+06
Tripoli,TIP,2647.83,9.08212e+06
Kufra,AKF,2169.37,9.08429e+06
Benghazi,BEN,1206.59,9.08549e+06
Tripoli,TIP,2341.13,9.08783e+06
Ghadames,LTD,3000.39,9.09083e+06
Tripoli,TIP,3040.39,9.09388e+06
Istanbul,IST,2494.89,9.09637e+06
Kigali,KGL,3199.7,9.09957e+06
Kamembe,KME,4877.31,9.10445e+06
Kigali,KGL,4883.33,9.10933e+06
Lagos,LOS,3584.94,9.11292e+06
Accra,ACC,734.329,9.11365e+06
Cairo,CAI,657.078,9.11431e+06
Khartoum,KRT,1624.59,9.11593e+06
El Fasher,ELF,2224.51,9.11816e+06
Khartoum,KRT,2198.85,9.12035e+06
Juba,JUB,3286.44,9.12364e+06
Cairo,CAI,2973.5,9.12661e+06
Dar Es Salaam,DAR,4370.1,9.13098e+06
Mtwara,MYW,7287.91,9.13827e+06
Dar Es Salaam,DAR,7343.1,9.14562e+06
Mwanza,MWZ,6281.64,9.1519e+06
Kilimanjaro,JRO,5789.01,9.15769e+06
Zanzibar,ZNZ,6499.88,9.16419e+06
Frankfurt,FRA,6606.13,9.17079e+06
Tirana,TIA,5027.55,9.17582e+06
Athens,ATH,2749.3,9.17857e+06
Moscow,SVO,2346.76,9.18092e+06
Bourgas,BOJ,2247.88,9.18316e+06
Sofia,SOF,2413.61,9.18558e+06
Hahn,HHN,4453.79,9.19003e+06
Plovdiv,PDV,5006.51,9.19504e+06
Hahn,HHN,4338.22,9.19938e+06
Sofia,SOF,5071.23,9.20445e+06
Varna,VAR,2570.36,9.20702e+06
Moscow,SVO,2386.91,9.2094e+06
Zagreb,ZAG,3018.68,9.21242e+06
Osijek,OSI,4122.88,9.21655e+06
Zagreb,ZAG,4026.09,9.22057e+06
Moscow,SVO,3721.82,9.22429e+06
Pula,PUY,3016.93,9.22731e+06
Zagreb,ZAG,4433.38,9.23174e+06
Rijeka,RJK,4353.95,9.2361e+06
Split,SPU,4257.05,9.24036e+06
Zagreb,ZAG,4120.31,9.24448e+06
Zadar,ZAD,4242.55,9.24872e+06
Weeze,NRN,5328,9.25405e+06
Almeria,LEI,6199.36,9.26025e+06
Palma de Mallorca,PMI,5782.31,9.26603e+06
Aviles,OVD,6449.02,9.27248e+06
Palma de Mallorca,PMI,6635.89,9.27911e+06
Bilbao,BIO,6192.23,9.28531e+06
Barcelona,BCN,6458.07,9.29176e+06
Badajoz,BJZ,6307.57,9.29807e+06
Barcelona,BCN,6488.78,9.30456e+06
La Coruna,LCG,6745.05,9.3113e+06
Barcelona,BCN,6973.56,9.31828e+06
Kiev,KBP,4773.69,9.32305e+06
Gerona,GRO,3917.07,9.32697e+06
Palma de Mallorca,PMI,5684.67,9.33265e+06
Granada,GRX,5809.66,9.33846e+06
Palma de Mallorca,PMI,5932.47,9.3444e+06
Ibiza,IBZ,5568.89,9.34996e+06
Munich,MUC,5578.56,9.35554e+06
Jerez,XRY,5663,9.36121e+06
Madrid,MAD,6598.26,9.3678e+06
Murcia,MJV,6271.76,9.37408e+06
Madrid,MAD,6222.91,9.3803e+06
Malaga,AGP,6438.22,9.38674e+06
Munich,MUC,5941.65,9.39268e+06
Menorca,MAH,5229.48,9.39791e+06
Madrid,MAD,5926.38,9.40383e+06
Pamplona,PNA,6655.18,9.41049e+06
Madrid,MAD,6610.53,9.4171e+06
Palma de Mallorca,PMI,6162.07,9.42326e+06
Reus,REU,5740.12,9.429e+06
Palma de Mallorca,PMI,5775.84,9.43478e+06
Barcelona,BCN,5686.97,9.44047e+06
Salamanca,SLM,6360.72,9.44683e+06
Barcelona,BCN,6522.98,9.45335e+06
San Sebastian,EAS,6267.3,9.45962e+06
Barcelona,BCN,6357.75,9.46597e+06
Santiago,SCQ,6717.47,9.47269e+06
Valencia,VLC,6988.61,9.47968e+06
Istanbul,IST,4611.12,9.48429e+06
Barcelona,BCN,3754.5,9.48805e+06
Valladolid,VLL,6368.2,9.49441e+06
Barcelona,BCN,6519.55,9.50093e+06
Vigo,VGO,6683.62,9.50762e+06
Barcelona,BCN,6912.85,9.51453e+06
Santander,SDR,6417.96,9.52095e+06
